product_name,product_reference,product_type,product_category,description,price,currency,price_min,price_max,discount_price,tax_rate,short_description,features,brand,tags,keywords,stock_status,stock_quantity,weight,dimensions,colors,materials,availability,image_url,product_url,gallery_urls,video_url,status,language,visibility,created_at
Matelas NEW SUPREME 5 ZONES,MNS5Z,Matelas,,"Le Matelas SUPREME 5 ZONES offre un confort personnalisé grâce à ses ressorts ensachés à 5 zones de confort, adaptant le soutien aux différentes parties du corps. La mousse à mémoire de forme en gel réduit les points de pression et régule la température pour un sommeil réparateur. L'encadrement en mousse améliore la stabilité. Ce matelas assure un alignement optimal de la colonne vertébrale, garantissant un confort supérieur. Il est également traité contre les acariens et les allergies.    GARANTIE 7 ANS. Le Matelas SUPREME 5 ZONES est spécialement conçu pour les personnes recherchant un matelas à la fois ferme et confortable, avec un soutien ciblé pour chaque zone du corps. Parfait pour les personnes souffrant de douleurs musculaires ou articulaires, il est également idéal pour les individus ayant des sensibilités aux allergies grâce à ses traitements spécifiques. Sa fermeté moyenne et ses zones de soutien adaptatives en font un choix optimal pour les couples ou ceux ayant des besoins de confort variés. Ce matelas est une solution parfaite pour ceux qui privilégient un sommeil réparateur et une hygiène impeccable.",,EUR,,,,,"Le Matelas SUPREME 5 ZONES offre un confort personnalisé grâce à ses ressorts ensachés à 5 zones de confort, adaptant le soutien aux différentes parties du corps. La mousse à mémoire de forme en gel réduit les points de pression et régule la température pour un sommeil réparateur. L'encadrement en mousse améliore la stabilité. Ce matelas assure un alignement optimal de la colonne vertébrale, garantissant un confort supérieur. Il est également traité contre les acariens et les allergies.",,,,"matelas Supreme 5 Zones, matelas à 5 zones de confort, matelas mémoire de forme gel, matelas soutien ciblé, matelas pour douleurs musculaires, matelas pour douleurs articulaires, matelas anti-acariens, matelas anti-allergie, matelas ferme et confortable, matelas haut de gamme Réunion, literie ergonomique Réunion, matelas pour couple, matelas alignement colonne vertébrale",,,,,,,,https://drmaxisliterie.re/assets/resources/products/be08dcdb-fbbf-4939-81b3-ba84cc5f43ce.jpg,https://drmaxisliterie.re/produit/877/matelas-new-supreme-5-zones,https://drmaxisliterie.re/assets/resources/products/be08dcdb-fbbf-4939-81b3-ba84cc5f43ce.jpg,,active,fr,public,2025-07-29 16:27:21
LIT BUBBLE,LT-B,Lit,,"Le Lit Bubble allie élégance sobre et solidité naturelle. Son cadre raffiné accueille 13 lattes en bois, offrant un soutien équilibré et durable. Pensé pour s’intégrer avec harmonie dans les intérieurs contemporains comme classiques, il incarne la simplicité haut de gamme, avec des matériaux soigneusement sélectionnés pour garantir confort et stabilité au quotidien. Une pièce essentielle pour une chambre au style épuré et chaleureux.",,EUR,,,,,"Le Lit Bubble allie élégance sobre et solidité naturelle. Son cadre raffiné accueille 13 lattes en bois,",,,,,,,,,gris,,,https://drmaxisliterie.re/assets/resources/products/f4a7c063-ccb8-4ca4-b7e7-a98f955a740d.png,https://drmaxisliterie.re/produit/903/lit-bubble,https://drmaxisliterie.re/assets/resources/products/f4a7c063-ccb8-4ca4-b7e7-a98f955a740d.png|https://drmaxisliterie.re/assets/resources/products/d0dfb853-3eaa-4bf5-bbe9-80eadc180cc8.jpg|https://drmaxisliterie.re/assets/resources/products/6657d807-ac91-499a-b281-a8875016f234.jpg,,active,fr,public,2025-09-16 09:09:33
Lit CHARNEL,LT-C-AT,Lit,,"Offrez-vous des nuits d'exception avec le Lit CHARNEL, alliance parfaite entre élégance et confort. Son cadre sobre et raffiné repose sur de solides pieds en bois, apportant une touche naturelle et chaleureuse à votre espace nuit. Grâce à ses 12 rangées de lattes en bois, il garantit un soutien optimal et un confort durable. Le Lit CHARNEL incarne le mariage du design intemporel et de la qualité supérieure, pour un sommeil à la hauteur de vos exigences.",,EUR,,,,,"Offrez-vous des nuits d'exception avec le Lit CHARNEL, alliance parfaite entre élégance et confort.",,,,,,,,,gris,,,https://drmaxisliterie.re/assets/resources/products/15740f4a-972a-47b0-9987-721520f0f03e.png,https://drmaxisliterie.re/produit/902/lit-charnel,https://drmaxisliterie.re/assets/resources/products/24b96e07-224c-4b32-8831-244b71deb3c6.jpg|https://drmaxisliterie.re/assets/resources/products/15740f4a-972a-47b0-9987-721520f0f03e.png|https://drmaxisliterie.re/assets/resources/products/1486f770-d8fb-485b-86ab-5b0767c408bd.png,,active,fr,public,2025-09-16 10:04:25
Lit LUNA,LT-L-AT,Lit,,"Plongez dans un univers de confort et de raffinement avec le Lit LUNA. Son cadre élégant s'accompagne de 12 ou 13 rangées de lattes en bois, offrant un soutien précis et durable pour un sommeil réparateur. Avec son design épuré et ses finitions soignées, le Lit LUNA s'impose comme un choix idéal pour sublimer votre chambre avec discrétion et élégance. Un modèle pensé pour allier esthétique intemporelle et qualité supérieure.",,EUR,,,,,Plongez dans un univers de confort et de raffinement avec le Lit LUNA,,,,,,,,,gris,,,https://drmaxisliterie.re/assets/resources/products/bf92e055-3171-460d-8561-eb2be0992434.jpg,https://drmaxisliterie.re/produit/901/lit-luna,https://drmaxisliterie.re/assets/resources/products/bf92e055-3171-460d-8561-eb2be0992434.jpg,,active,fr,public,2025-09-16 10:10:13
Matelas Hôtel & Spa,MHS,Matelas,,"Le Matelas HÔTEL & SPA a été conçu pour offrir une expérience de sommeil inédite, alliant confort sur mesure et bien-être absolu. Sa technologie hybride combine mousse haute densité et ressorts ensachés pour un soutien optimal et une stabilité durable, tout en réduisant les points de pression. La conception à zones corporelles cible les épaules, le dos, les lombaires et les jambes, garantissant un alignement parfait et une meilleure circulation.  Grâce à sa fonction massage intégrée et pilotée par télécommande, ce matelas propose différents programmes personnalisables (vague, pulsation, etc.), favorisant une relaxation profonde et un relâchement des tensions musculaires. La pompe à air silencieuse assure un gonflage et un dégonflage fluides, pour un réglage pratique et sans effort. Enfin, sa protection anti-acariens et antibactérienne garantit une hygiène impeccable et une longévité renforcée.",,EUR,,,,,"Le Matelas HÔTEL & SPA a été conçu pour offrir une expérience de sommeil inédite, alliant confort sur mesure et bien-être absolu.",,,,,,,,,,,,https://drmaxisliterie.re/assets/resources/products/daededcc-3612-40f9-b3dd-6558f55b4023.jpg,https://drmaxisliterie.re/produit/906/matelas-hotel-spa,https://drmaxisliterie.re/assets/resources/products/13c93931-a912-4c6b-88ab-2001df00ad73.webp|https://drmaxisliterie.re/assets/resources/products/daededcc-3612-40f9-b3dd-6558f55b4023.jpg|https://drmaxisliterie.re/assets/resources/products/11619f9c-649b-4c46-b59d-a8d32e5c404c.webp|https://drmaxisliterie.re/assets/resources/products/d3475895-cfab-4f8f-973e-247c93ce079b.webp,,active,fr,public,2025-10-15 12:31:30
Matelas ONYX,M-ONYX,Matelas,,"Le Matelas Onyx Hybrid associe technologie avancée et confort enveloppant pour offrir un équilibre optimal entre soutien et accueil. Revêtu d’une housse supérieure matelassée en textile respirant, il intègre plusieurs couches de confort progressif : mousse d’accueil haute résilience, mousse à mémoire de forme pour l’adaptation morphologique, et mousse profilée favorisant la ventilation et la réduction des points de pression. Son cœur repose sur un système de ressorts ensachés individuellement, renforcé par un encadrement périphérique en mousse haute densité garantissant stabilité et durabilité. Les couches de stabilisation inférieures assurent une parfaite répartition du poids et une excellente indépendance de couchage, le tout habillé d’une finition latérale élégante et robuste.",,EUR,,,,,"Découvrez le Matelas ONYX Hybrid : matelas hybride avec ressorts ensachés, mousse mémoire de forme et mousse haute résilience pour un confort optimal, un excellent soutien et une parfaite indépendance de couchage.",,,,"matelas onyx, matelas hybride, matelas ressorts ensachés, matelas mémoire de forme, matelas confort ferme, matelas soutien ergonomique, matelas respirant, matelas haute résilience, matelas indépendance de couchage, matelas premium, matelas ventilé, matelas durable, matelas hotel qualité, matelas Dr Maxis Literie",,,,,,,,https://drmaxisliterie.re/assets/resources/products/69a56df8-fca9-4359-bdb0-ecef070fac8e.jpeg,https://drmaxisliterie.re/produit/941/matelas-onyx,https://drmaxisliterie.re/assets/resources/products/69a56df8-fca9-4359-bdb0-ecef070fac8e.jpeg|https://drmaxisliterie.re/assets/resources/products/8df15931-9740-4f3f-8efb-ef142b15df1d.jpeg|https://drmaxisliterie.re/assets/resources/products/f54b3bd0-a7b8-4656-8f68-a101af46838e.jpeg|https://drmaxisliterie.re/assets/resources/products/43dec951-61f3-4e94-9590-c113075294c5.jpeg|https://drmaxisliterie.re/assets/resources/products/fb74352a-eaa9-4ff2-9dff-e103ad8a3d55.jpeg,,active,fr,public,2026-03-09 08:16:42
Matelas RESORT,M-RSRT,Matelas,,"Le matelas RESORT se positionne sur un segment haut de gamme, alliant confort premium et soutien ergonomique avancé. Sa surface en tissu Tencel offre une sensation soyeuse, respirante et naturellement thermorégulée. Il intègre un assemblage de matériaux nobles et techniques, dont une couche de latex naturel de 5 cm pour une élasticité et une ventilation optimales, associée à des mousses haute densité apportant confort progressif et maintien renforcé. Son cœur est composé de ressorts ensachés indépendants 5 zones de 22 cm, avec renfort périphérique, assurant un excellent soutien du corps et une indépendance de couchage performante. La structure est complétée par des fibres polyester et une base antidérapante 3D pour une stabilité et une durabilité accrues.    Le matelas RESORT s’adresse à une clientèle exigeante recherchant un confort haut de gamme proche des standards hôteliers. Il convient particulièrement aux dormeurs souhaitant un équilibre entre soutien ferme et élasticité naturelle, ainsi qu’aux personnes sensibles à la respirabilité et aux matériaux plus qualitatifs comme le latex. Idéal pour un usage quotidien premium, il est également parfaitement adapté aux établissements hôteliers ou locations de standing souhaitant proposer une expérience de sommeil supérieure.",,EUR,,,,,"Le matelas RESORT se positionne sur un segment haut de gamme, alliant confort premium et soutien ergonomique avancé. Sa surface en tissu Tencel offre une sensation soyeuse, respirante et naturellement thermorégulée.",,,,,,,,,,,,https://drmaxisliterie.re/assets/resources/products/111cb90a-978f-4b6f-9f69-a7d5a0ee8167.png,https://drmaxisliterie.re/produit/945/matelas-resort,https://drmaxisliterie.re/assets/resources/products/887faa32-0b78-47e2-926a-d31acb17ab4e.jpg|https://drmaxisliterie.re/assets/resources/products/111cb90a-978f-4b6f-9f69-a7d5a0ee8167.png|https://drmaxisliterie.re/assets/resources/products/3e4434a4-14fd-4220-a0d8-7206de929686.jpg,,active,fr,public,2026-03-25 08:57:39
Matelas PALACIO,M-PLC,Matelas,,"Le matelas PALACIO offre un confort équilibré entre douceur et soutien, grâce à une conception hybride combinant matériaux techniques et accueil moelleux. Sa surface en tissu jersey tricoté apporte une sensation de douceur immédiate, associée à des fibres polyester et un rembourrage éco-responsable sans colle. Les différentes couches de mousses haute densité et haute résilience assurent un confort progressif et durable. Son cœur en ressorts ensachés indépendants, renforcé par des supports en forme de “M” et un encadrement en mousse haute densité, garantit un excellent maintien, une bonne indépendance de couchage et une stabilité périphérique renforcée. La base intègre une structure antidérapante 3D pour une parfaite tenue du matelas.    Le PALACIO s’adresse aux utilisateurs recherchant un matelas polyvalent offrant un bon compromis entre confort et soutien, sans sensation trop ferme. Il convient particulièrement aux couples grâce à son indépendance de couchage, ainsi qu’aux dormeurs souhaitant un accueil doux avec un maintien fiable sur le long terme. Ce modèle est adapté à un usage quotidien, aussi bien en résidence principale qu’en environnement hôtelier ou locatif.",,EUR,,,,,"Le matelas PALACIO offre un confort équilibré entre douceur et soutien, grâce à une conception hybride combinant matériaux techniques et accueil moelleux. Sa surface en tissu jersey tricoté apporte une sensation de douceur immédiate, associée à des fibres polyester et un rembourrage éco-responsable sans colle.",,,,,,,,,,,,https://drmaxisliterie.re/assets/resources/products/2cdcecd8-053b-4098-8668-358b3ce12861.png,https://drmaxisliterie.re/produit/948/matelas-palacio,https://drmaxisliterie.re/assets/resources/products/2cdcecd8-053b-4098-8668-358b3ce12861.png,,active,fr,public,2026-03-25 09:02:03
Lit RIVIERA,L-RVR,Lit,,"Évadez-vous avec le Lit RIVIERA, un modèle aux lignes douces et enveloppantes. Sa tête de lit large et arrondie crée une atmosphère chaleureuse et cocooning. Design bas et fluide, lattes en bois pour un confort optimal, le Lit RIVIERA invite à la détente absolue. Un modèle pensé pour ceux qui privilégient le bien-être et l’élégance naturelle.    Amateurs d’ambiances douces et enveloppantes, couples ou personnes seules cherchant un lit cocooning aux formes organiques.",,EUR,,,,,"Évadez-vous avec le Lit RIVIERA, un modèle aux lignes douces et enveloppantes. Sa tête de lit large et arrondie crée une atmosphère chaleureuse et cocooning.",,,,,,,,,,,,https://drmaxisliterie.re/assets/resources/products/f46d191e-6eaf-4966-9736-63c6d55b353d.png,https://drmaxisliterie.re/produit/1008/lit-riviera,https://drmaxisliterie.re/assets/resources/products/ecfbdf6f-67bc-4988-9985-342e1c88733f.png|https://drmaxisliterie.re/assets/resources/products/f46d191e-6eaf-4966-9736-63c6d55b353d.png|https://drmaxisliterie.re/assets/resources/products/56a9b662-8c10-455b-a670-ebf2199308be.png,,active,fr,public,2026-04-27 08:47:17
Lit IMPERIAL,L-MPR,Lit,,"Découvrez le Lit IMPERIAL, l’essence même de la simplicité élégante. Ses lignes basses et nettes, son design épuré et minimaliste en font un modèle intemporel qui s’intègre dans tous les intérieurs. Doté de lattes en bois pour un soutien optimal, le Lit IMPERIAL prouve que le luxe réside dans la simplicité. Pour les amateurs d’élégance discrète et de design pur.    Amateurs de design minimaliste et épuré, jeunes couples ou professionnels recherchant un lit sobre et élégant, intérieurs modernes.",,EUR,,,,,"Découvrez le Lit IMPERIAL, l’essence même de la simplicité élégante. Ses lignes basses et nettes, son design épuré et minimaliste en font un modèle intemporel qui s’intègre dans tous les intérieurs.",,,,,,,,,,,,https://drmaxisliterie.re/assets/resources/products/4348bca5-a09f-4ef6-a567-ed3aa8866412.png,https://drmaxisliterie.re/produit/1014/lit-imperial,https://drmaxisliterie.re/assets/resources/products/d1e891af-6583-447a-92ad-d5ff732059bc.png|https://drmaxisliterie.re/assets/resources/products/4348bca5-a09f-4ef6-a567-ed3aa8866412.png|https://drmaxisliterie.re/assets/resources/products/76d2985e-9eca-4400-bba0-5f2a6cef0faf.png,,active,fr,public,2026-04-27 08:54:28
Lit WINDSOR,L-WNDSR,Lit,,"Offrez-vous le charme authentique du Lit WINDSOR. Son panneau central texturé encadré de bois apparent marie subtilement matières nobles et tissu d’exception. Avec ses lattes en bois assurant un maintien parfait, le Lit WINDSOR apporte une touche chalet haut de gamme à votre intérieur. Idéal pour créer une atmosphère chaleureuse et élégante.    Amateurs de décoration naturelle et chaleureuse, style chalet chic ou campagne élégante, couples appréciant le mélange bois et tissu.",,EUR,,,,,Offrez-vous le charme authentique du Lit WINDSOR. Son panneau central texturé encadré de bois apparent marie subtilement matières nobles et tissu d’exception.,,,,,,,,,,,,https://drmaxisliterie.re/assets/resources/products/85c2a926-e07d-4eea-8201-9466dacf4f7e.png,https://drmaxisliterie.re/produit/1011/lit-windsor,https://drmaxisliterie.re/assets/resources/products/85c2a926-e07d-4eea-8201-9466dacf4f7e.png|https://drmaxisliterie.re/assets/resources/products/de81566e-33b7-4c46-b845-b585ca99ecc2.png|https://drmaxisliterie.re/assets/resources/products/1f38f3ef-ed70-422e-b4d6-9173455787be.png,,active,fr,public,2026-04-27 09:00:39
Lit BALMORAL,L-BLMRL,Lit,,"Le Lit BALMORAL conjugue élégance et fonctionnalité. Ses courbes douces et sa tête de lit arrondie créent un design fluide et organique, tandis que son coffre de rangement intégré avec vérins à gaz offre un espace de stockage généreux. Lattes en bois et finitions soignées, le Lit BALMORAL est le choix parfait pour optimiser votre espace sans compromis sur le style.    Couples ou familles recherchant un lit avec rangement intégré, petits espaces nécessitant de l’optimisation, amateurs de design aux courbes douces.",,EUR,,,,,"Le Lit BALMORAL conjugue élégance et fonctionnalité. Ses courbes douces et sa tête de lit arrondie créent un design fluide et organique, tandis que son coffre de rangement intégré avec vérins à gaz offre un espace de stockage généreux.",,,,,,,,,,,,https://drmaxisliterie.re/assets/resources/products/15286c9a-e89d-41b8-a950-b24c47755857.png,https://drmaxisliterie.re/produit/1017/lit-balmoral,https://drmaxisliterie.re/assets/resources/products/15286c9a-e89d-41b8-a950-b24c47755857.png|https://drmaxisliterie.re/assets/resources/products/6e0bf806-c645-414b-b37e-960582f545f8.png|https://drmaxisliterie.re/assets/resources/products/7e4b226d-37de-4d07-a33e-4f716c77ab52.png,,active,fr,public,2026-04-27 09:05:38
Lit AMBASSADOR,L-MBSDR,Lit,,"Découvrez le Lit AMBASSADOR, un modèle au design graphique et structuré. Sa tête de lit haute, rythmée par des lignes verticales élégantes, confère à votre chambre une allure architecturale et contemporaine. Doté de lattes en bois pour un soutien optimal, le Lit AMBASSADOR allie caractère affirmé et confort haut de gamme. Un choix idéal pour ceux qui recherchent un lit à la présence forte et au style résolument moderne.    Amateurs de décoration contemporaine et de lignes épurées, couples ou célibataires souhaitant une pièce maîtresse au design affirmé pour leur chambre.",,EUR,,,,,"Découvrez le Lit AMBASSADOR, un modèle au design graphique et structuré. Sa tête de lit haute, rythmée par des lignes verticales élégantes, confère à votre chambre une allure architecturale et contemporaine.",,,,,,,,,,,,https://drmaxisliterie.re/assets/resources/products/87beb6dc-42cb-4ecf-bb6d-3c90ee26d31f.png,https://drmaxisliterie.re/produit/1002/lit-ambassador,https://drmaxisliterie.re/assets/resources/products/87beb6dc-42cb-4ecf-bb6d-3c90ee26d31f.png|https://drmaxisliterie.re/assets/resources/products/7e4887f6-2215-49ea-9f28-7aa142ba9eff.png|https://drmaxisliterie.re/assets/resources/products/ec2f9fa4-91e0-46c2-8fad-e81b3d4acee2.png,,active,fr,public,2026-04-27 09:18:12
Sommier CARLTON,S-CRLTN,sommier,,"Entrez dans l’ère du confort intelligent avec le Sommier  CARLTON. Ce sommier électrique motorisé offre un réglage précis de la têtière et des pieds pour une position de sommeil ou de détente sur mesure. Son design contemporain s’intègre parfaitement dans les intérieurs modernes. Le Sommier  CARLTON, c’est le luxe de la technologie au service de votre bien-être.    Seniors ou personnes à mobilité réduite, amateurs de technologie et de confort personnalisé, couples recherchant un sommier réglable haut de gamme.",,EUR,,,,,Entrez dans l’ère du confort intelligent avec le Sommier  CARLTON. Ce sommier électrique motorisé offre un réglage précis de la têtière et des pieds pour une position de sommeil ou de détente sur mesure.,,,,,,,,,,,,https://drmaxisliterie.re/assets/resources/products/d2996c17-581b-41a7-b0d6-c06d8321941c.png,https://drmaxisliterie.re/produit/1020/sommier-carlton,https://drmaxisliterie.re/assets/resources/products/d2996c17-581b-41a7-b0d6-c06d8321941c.png|https://drmaxisliterie.re/assets/resources/products/fcff4c9f-3707-40f3-84e9-1f156614d1cf.png|https://drmaxisliterie.re/assets/resources/products/e42287d6-dbba-4428-9abe-2f11ede893a8.png,,active,fr,public,2026-04-27 09:30:31
Lit MAJESTIC,L-MJSTC,Lit,,"Laissez-vous séduire par le Lit MAJESTIC, véritable pièce maîtresse de votre chambre. Sa tête de lit imposante avec capitonnage vertical et ses ailettes latérales lui confèrent une allure théâtrale et majestueuse. Fabriqué avec des lattes en bois pour un maintien durable, le Lit MAJESTIC transforme votre espace en un écrin de luxe et de raffinement. Pour ceux qui n’acceptent rien de moins que l’excellence.    Couples recherchant un lit spectaculaire et luxueux, passionnés de décoration intérieure haut de gamme, chambres parentales spacieuses.",,EUR,,,,,"Laissez-vous séduire par le Lit MAJESTIC, véritable pièce maîtresse de votre chambre. Sa tête de lit imposante avec capitonnage vertical et ses ailettes latérales lui confèrent une allure théâtrale et majestueuse.",,,,,,,,,,,,https://drmaxisliterie.re/assets/resources/products/70e0b642-759d-4227-aa7a-58ea36516a7e.png,https://drmaxisliterie.re/produit/1005/lit-majestic,https://drmaxisliterie.re/assets/resources/products/70e0b642-759d-4227-aa7a-58ea36516a7e.png|https://drmaxisliterie.re/assets/resources/products/d89ead30-44de-4dce-b195-123aca173754.png|https://drmaxisliterie.re/assets/resources/products/968f49de-e7cb-4df4-ae6c-0c88bb1235bd.png,,active,fr,public,2026-04-27 09:36:50
